@relation IBM-HR-Employee-Attrition_preprocess-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C36-Llast-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C36-Llast-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.supervised.instance.SMOTE-C0-K5-P120.0-S1

@attribute Age numeric
@attribute BusinessTravel {Travel_Rarely,Travel_Frequently,Non-Travel}
@attribute DailyRate numeric
@attribute Department {Sales,'Research & Development','Human Resources'}
@attribute DistanceFromHome numeric
@attribute Education numeric
@attribute EducationField {'Life Sciences',Other,Medical,Marketing,'Technical Degree','Human Resources'}
@attribute EmployeeCount numeric
@attribute EmployeeNumber numeric
@attribute EnvironmentSatisfaction numeric
@attribute Gender {Female,Male}
@attribute HourlyRate numeric
@attribute JobInvolvement numeric
@attribute JobLevel numeric
@attribute JobRole {'Sales Executive','Research Scientist','Laboratory Technician','Manufacturing Director','Healthcare Representative',Manager,'Sales Representative','Research Director','Human Resources'}
@attribute JobSatisfaction numeric
@attribute MaritalStatus {Single,Married,Divorced}
@attribute MonthlyIncome numeric
@attribute MonthlyRate numeric
@attribute NumCompaniesWorked numeric
@attribute Over18 {Y}
@attribute OverTime {Yes,No}
@attribute PercentSalaryHike numeric
@attribute PerformanceRating numeric
@attribute RelationshipSatisfaction numeric
@attribute StandardHours numeric
@attribute StockOptionLevel numeric
@attribute TotalWorkingYears numeric
@attribute TrainingTimesLastYear numeric
@attribute WorkLifeBalance numeric
@attribute YearsAtCompany numeric
@attribute YearsInCurrentRole numeric
@attribute YearsSinceLastPromotion numeric
@attribute YearsWithCurrManager numeric
@attribute Class_Attrition {Yes,No}

@data
20.594328,Travel_Rarely,175.890292,'Research & Development',4.107767,3,'Life Sciences',1,471.445459,3,Female,59.552135,3.948265,1,'Laboratory Technician',2.448348,Single,1689.337633,25326.520565,1,Y,Yes,13.990608,3,3.877462,80,0,0.891659,0.955202,3,0.602347,0,0,0,Yes
29.700983,Travel_Rarely,1239.568413,Sales,12.684696,1.029617,Marketing,1,1127.504157,4,Female,56.423646,3,1,'Sales Representative',2.493761,Single,2303.949267,8781.346399,1,Y,Yes,14.863521,3,1,80,0,1.431058,2.561272,2.031694,2.671057,0.407956,0.698404,0.158953,Yes
20.604532,Travel_Frequently,966.464634,Sales,9.837378,3,'Life Sciences',1,1078.907227,3.194542,Female,52.558296,2.911888,1,'Sales Representative',1.72029,Single,2184.439376,17256.048326,1,Y,Yes,13.772348,3,1.647154,80,0,1.951383,5.260393,2.270013,1.345817,0.298653,0.048791,1.667671,Yes
24.785663,Travel_Rarely,457.392579,'Research & Development',1.340079,2.451558,'Life Sciences',1,842.02257,3.293754,Male,40.840855,3,1,'Research Scientist',3.582467,Single,2683.185804,4635.835494,1,Y,Yes,13,3,2.684392,80,0,2.853199,2.706604,2.375316,3.44329,3.233133,2.412614,6.741125,Yes
23.927111,Travel_Rarely,820.552589,'Research & Development',3.864167,2.689444,'Life Sciences',1,582.005082,2.413353,Female,95.022869,2.473896,1,'Laboratory Technician',1.53084,Single,3986.656438,9355.986533,5,Y,Yes,14.076411,3,3,80,0.058732,5.289317,3.672702,3,2,2,0.112717,2,Yes
30.801088,Travel_Rarely,613.008523,'Research & Development',2.260391,2.387234,'Life Sciences',1,681.544607,3.547861,Male,37.805208,2.781033,1.221636,'Laboratory Technician',3,Single,3845.27905,9734.675959,0,Y,Yes,17.209142,3,2.409729,80,0.678943,4,2.823592,2.374787,3,2,0.123184,2,Yes
22.428833,Travel_Rarely,1246.805685,'Research & Development',3.625613,1.199056,'Life Sciences',1,1111.953544,3.358209,Female,46.413502,2.066409,1,'Research Scientist',4,Married,3368.894246,4533.856667,0.759893,Y,Yes,12.14901,3,2,80,1,6.991809,4.317218,3.869467,4.945697,5.477481,2.835726,3.1835,Yes
24.47403,Travel_Frequently,907.429816,Sales,7.788361,3.006683,'Life Sciences',1,1515.959492,2.549564,Female,52.846052,2.080047,1,'Sales Representative',1.68081,Married,1814.018732,16052.437026,1,Y,Yes,14.968522,3,2.274172,80,0,1,4.836354,3,1,0,0,0,Yes
32.428127,Travel_Frequently,1038.892606,'Research & Development',8.973596,2.813567,Medical,1,1324.738221,3.010211,Male,67.172209,2.540822,1,'Laboratory Technician',3,Married,3426.964665,20570.527243,2.999622,Y,Yes,11.887943,3,3.01418,80,0,6.989363,2,3,2.165172,3.546606,1.895895,2,Yes
27.305395,Travel_Rarely,122.004106,'Research & Development',8.235487,3,'Life Sciences',1,1780.032893,3.777016,Female,43.464828,3,1,'Research Scientist',1.612469,Single,2293.65236,26298.854148,0.269972,Y,Yes,17.760848,3,1,80,0.964171,2.891424,3,2.322,1.407204,1.913756,1,1.466258,Yes
25.027209,Travel_Rarely,838.69988,'Research & Development',3.807517,3,'Life Sciences',1,44.673835,2.845,Male,56.66922,3,1.674674,'Research Scientist',4,Married,2232.619965,3060.474609,2.779123,Y,Yes,14.695142,3,2.205483,80,1,16.870039,5.160267,2.194132,1.082514,0,1.514932,0,Yes
26.023664,Travel_Rarely,1456.908019,'Research & Development',1.41474,1,Medical,1,930.781191,2.694371,Female,62.030937,3,1,'Research Scientist',3.846253,Married,3043.719124,22564.338174,1,Y,Yes,14.555786,3,2.289607,80,0,4.657697,4,2.690665,4.090377,1.972753,0.871206,3.280645,Yes
30.99341,Travel_Rarely,1022.579291,'Research & Development',5.394158,3,'Life Sciences',1,951.076128,1,Male,75.039425,3,1,'Laboratory Technician',1.373253,Married,2667.784692,14637.457898,2.457432,Y,Yes,14.998635,3,3.991626,80,0.038986,7.159146,4,3.460131,3.614349,2.049543,1,2,Yes
25.975569,Travel_Rarely,1420.270931,'Research & Development',7.86892,3.155295,'Life Sciences',1,434.737731,1,Male,47.431215,3,1,'Laboratory Technician',2.733563,Married,2677.277071,14175.93536,1.29398,Y,Yes,15.01434,3,4,80,1,5.386748,3.503217,3,3.786249,2.978579,0.765842,2,Yes
27.423524,Travel_Rarely,703.658034,Sales,2.531138,3.104774,'Life Sciences',1,463.378114,1,Female,66.273376,1.567899,1.777565,'Sales Executive',3.49253,Married,4177.978021,24774.253432,7.318958,Y,Yes,13.303591,3,3.198491,80,0,4.32086,3.524526,2.967874,2.83887,2,2,1.00628,Yes
24.988115,Travel_Rarely,721.280361,Sales,2.009383,3.231475,'Life Sciences',1,481.604335,1,Female,73.736229,2.785162,1.35547,'Sales Executive',3.389168,Married,4233.965914,24747.083558,8.931954,Y,Yes,13.19594,3,3.684333,80,0,4.773112,3.152953,2.120359,2.181199,2,2,1.304202,Yes
28.714803,Travel_Rarely,923.209455,'Research & Development',16.776913,2.433875,'Life Sciences',1,1341.288042,1.851296,Female,76.476395,2.022064,1,'Research Scientist',1.905532,Married,2278.238542,3273.08542,3.195174,Y,Yes,14.819278,3,3.870014,80,2.829123,1.846582,3,2.837846,1.157296,0.397288,0.628852,0,Yes
22.215536,Travel_Rarely,416.071801,'Research & Development',9,3,'Life Sciences',1,1320.834658,2.663405,Female,82.390148,3,1,'Laboratory Technician',3.854996,Divorced,2974.895465,17198.869711,1.157662,Y,Yes,13.989307,3,2.878432,80,0,2.593142,2.033322,2.385197,1.354427,1.693705,0,1.220567,Yes
24.342368,Travel_Frequently,372.355404,Sales,11.36713,1.991228,'Life Sciences',1,1710.411152,4,Female,89.012919,2.526704,1,'Sales Representative',3,Married,1597.119414,11635.628504,1.207526,Y,Yes,11,3,3,80,1.362402,5.968675,2.905621,3,6.110949,2.666264,6.776531,0.602177,Yes
30.66517,Travel_Rarely,361.271779,Sales,16.633686,3,'Life Sciences',1,170.296209,2.403844,Female,63.581122,1.306102,2,'Sales Executive',3,Single,5592.453783,26618.751484,1.863562,Y,Yes,11,3,3.82675,80,0.734387,5.574476,1.628533,3,3.197737,3.400698,1.068956,2.821742,Yes
26.954029,Travel_Rarely,967.056745,'Research & Development',4.167765,3,'Life Sciences',1,1039.143671,1,Female,88.042248,1.13736,1.924712,'Laboratory Technician',1.738438,Single,5212.82519,9479.906278,7.598521,Y,Yes,13,3,2.703496,80,0.559638,6.818281,2.415986,2.708237,2.686364,2.047394,0.747994,2.017132,Yes
21.701193,Travel_Rarely,960.438176,'Research & Development',12.864068,2.328039,'Technical Degree',1,973.737669,3.352913,Female,86.310209,2,1,'Research Scientist',1.897495,Single,2585.73331,18640.461258,1,Y,Yes,17.361651,3,2.618362,80,1.291211,1,2,3,1,0,0,0,Yes
25.905105,Travel_Rarely,1089.558112,'Research & Development',3.882076,2.121866,'Life Sciences',1,1464.217787,4,Male,32.162489,3,1,'Research Scientist',3.607488,Single,3982.02267,4241.652198,1,Y,Yes,12.26157,3,1.427392,80,0.646364,7,2.889132,3.089562,7,5.942703,5.204674,6.864974,Yes
25.466206,Travel_Rarely,257.572504,Sales,18.844365,2.386335,'Life Sciences',1,1407.990932,1.214304,Male,96.570306,1.683702,1,'Sales Representative',2.050308,Single,2284.034693,7926.452597,2.976965,Y,Yes,13.137141,3,3.34838,80,0,1.892134,2.523016,1.854743,2.349665,0.199498,0.498272,4.807541,Yes
25.204789,Travel_Rarely,393.645541,Sales,4.935841,2.398483,'Life Sciences',1,707.981957,1,Male,74.440512,2.273266,1,'Sales Representative',1.158261,Single,3699.477094,15013.61278,2.855544,Y,No,11.203328,3,2.839146,80,0,5.385607,2.765918,1.704995,0.543442,1.194537,0.63159,0.229577,Yes
27.937833,Travel_Rarely,1327.903373,'Research & Development',20.725133,3.698514,'Life Sciences',1,772.520093,2.435797,Male,61.600007,1.419558,1,'Research Scientist',3,Single,2716.732633,10646.155909,1,Y,Yes,11.910834,3,3,80,0,2.849986,3.658329,2.029888,1.737368,0.49416,0,1.1726,Yes
27.158755,Travel_Rarely,974.735354,'Research & Development',13.022114,4,'Life Sciences',1,600.523893,1.772525,Male,53.52793,2.152666,1,'Laboratory Technician',1.18251,Married,2136.071278,14398.330616,1.627123,Y,Yes,15.64729,3,3.406662,80,1,1.307349,2,3.801354,1.966559,0.114452,0,1.303945,Yes
32.081475,Travel_Rarely,1214.773819,Sales,12.257036,4.8676,Marketing,1,674.51587,2.482672,Male,91.107037,2,2,'Sales Executive',1.47955,Single,6102.535882,8636.138594,1.422966,Y,Yes,12.59471,3,2,80,2.176322,11.016632,0.370088,3,5.047046,6.955153,6.67639,2.334294,Yes
34.442685,Travel_Rarely,928.7412,Sales,2.77815,3.321154,Marketing,1,792.446286,3.705667,Male,55.789342,2.448835,2,'Sales Executive',3.693892,Single,4861.316962,8146.732292,2.953954,Y,Yes,11.039942,3,1.377101,80,0.073982,7.214555,0.041963,3,6.2086,4.190089,1.958289,4,Yes
26.483994,Travel_Rarely,520.711843,'Research & Development',13.568139,2.844633,Medical,1,1101.433793,2.745821,Female,60.994797,3,1,'Laboratory Technician',3.626321,Single,2695.076132,22886.053606,0.039386,Y,Yes,11,3,3.465315,80,0.277824,2.298521,3.319089,2,4.241404,5.498664,0.61369,0,Yes
26.598225,Travel_Rarely,1000.214954,'Research & Development',21.840723,1.763992,Medical,1,1064.690792,3,Female,67.6487,1.279249,1,'Laboratory Technician',4,Single,2492.802012,23146.335429,1,Y,Yes,13.917863,3,2.182185,80,0,1,3.348693,1.886604,1,0.336435,0,0,Yes
26.089611,Travel_Rarely,770.593541,'Research & Development',23.619033,3,Medical,1,420.089408,3,Female,63.666212,2.581861,1,'Laboratory Technician',4,Single,2398.59509,23050.743188,1.673261,Y,Yes,14.001847,3,2.320653,80,0.483982,2.011819,2.487785,1,4.507225,3.620657,0,1.568771,Yes
32.095675,Travel_Rarely,1217.851006,'Research & Development',13.307651,3,'Life Sciences',1,633.469406,2.540725,Male,61.588118,3.77182,2,'Research Scientist',3.818662,Single,5305.207722,3794.840191,7.426426,Y,Yes,16.396115,3,2.532219,80,0,8.712164,2.316377,2,4.824845,2.265466,0.439181,2.661044,Yes
35.899551,Travel_Rarely,889.514424,'Research & Development',8.471976,2.370067,Medical,1,780.803744,3,Male,84.2516,2.405239,1,'Research Scientist',3,Single,2504.729475,20881.847105,1.588853,Y,No,12.98845,3,2.117482,80,0.614598,7.005813,2,3,6.913712,3.44233,1.780838,4.819245,Yes
30.04616,Travel_Rarely,717.431024,Sales,10.578588,2,Medical,1,1156.77243,2.906446,Male,79,1.33463,2,'Sales Executive',2.609546,Single,4902.362837,22028.063842,2.116804,Y,No,18,3,1.776061,80,0.173175,9.259901,3.726894,3,4.263582,3.395968,1.320812,1.347585,Yes
28.141493,Travel_Frequently,380.042611,'Research & Development',8.205733,3.503528,'Life Sciences',1,968.389873,1.248474,Male,65.186097,2.263187,1,'Research Scientist',1,Married,2033.104945,15114.834151,3.402862,Y,Yes,17.809448,3,2.988478,80,1,4.249343,2,3.845184,1.724964,0.486821,0.56007,0.752761,Yes
27.354374,Travel_Rarely,372.946044,'Research & Development',8.036053,3.565306,Medical,1,1792.491004,3.199358,Male,94.209679,2.873841,1,'Laboratory Technician',1.02328,Married,2356.856535,7278.257099,5.70829,Y,Yes,12.584786,3,3,80,0,6.938169,2.542037,2.225023,8.585529,2.266974,0.442588,6.810756,Yes
26.487537,Travel_Rarely,848.10864,'Research & Development',3.550439,2,Medical,1,1691.44829,2.332775,Male,37.615391,2.784018,1,'Laboratory Technician',1.372117,Married,2234.923408,6851.816469,0.983446,Y,Yes,11,3,3.613663,80,0.237354,1.572617,1.864859,3,1.185606,0.445318,0.920348,1.423725,Yes
32.941344,Travel_Rarely,1231.762031,Sales,3.344183,1,Medical,1,381.945342,2.730663,Female,84.306247,3,1,'Sales Representative',1,Single,3038.855068,16740.504464,0.618098,Y,Yes,11,3,2.06275,80,0.585808,6.665305,2.536269,3,4,2.256486,0.975809,2.359993,Yes
34.894442,Travel_Rarely,111.415488,'Research & Development',14.67502,3.32794,'Life Sciences',1,1562.890631,3.863248,Female,56.499244,3,1,'Laboratory Technician',2.382148,Single,2166.629943,25749.848738,1,Y,No,12.384535,3,4,80,0.211147,5.214217,2,3,3.930989,0.365964,4.115559,3.521815,Yes
40.925284,Travel_Rarely,1055.567989,'Research & Development',19.637839,3,Medical,1,1484.825805,1.93669,Male,57.016344,2.231483,1,'Research Scientist',2.851318,Divorced,2840.887515,19852.608003,2.621778,Y,Yes,12,3,1.665227,80,0,6.116181,2,3,1.465924,1.252212,1.537837,0.381851,Yes
23.936091,Travel_Frequently,111.894422,'Research & Development',8.146383,3,'Life Sciences',1,397.086238,1.760423,Male,58.155478,2.126994,1,'Laboratory Technician',1.841686,Single,2610.164531,12966.833944,2.039083,Y,No,14.898039,3,2,80,0,4.822086,2.135054,3,2.124151,1.393813,0,1.100771,Yes
29.956272,Travel_Rarely,1428.783747,'Research & Development',4.150769,4,'Life Sciences',1,150.75198,1.942771,Male,38.349788,3,1,'Laboratory Technician',3,Single,2984.01647,10592.719534,3.286705,Y,Yes,12.940816,3,3,80,0.092706,5.498932,2.176456,3.405808,9.88949,0.936031,2,5.949029,Yes
29.134441,Travel_Rarely,1379.336073,'Research & Development',11.606835,4,'Life Sciences',1,459.052173,2.140195,Male,46.750117,3,1.943519,'Laboratory Technician',2.693596,Single,4143.805501,11403.968564,1.535384,Y,Yes,13.299815,3,3,80,0,3.090185,2.009248,1.152859,2.06676,1.939399,1.126559,2,Yes
25.306983,Travel_Rarely,873.838233,'Research & Development',4.674173,3.842752,'Life Sciences',1,587.784961,1,Male,59.089625,3,1,'Laboratory Technician',3,Married,3154.267687,14737.752739,1.73757,Y,No,14.318915,3,3.85737,80,0.635996,5.260087,4.508073,1.7754,2.382526,0.607318,0.200929,0.394583,Yes
28.511744,Travel_Rarely,915.562708,Sales,1.078812,3.514172,'Life Sciences',1,589.527376,1.577396,Female,62.564136,1.950621,1,'Sales Executive',3.918773,Married,2987.279291,24096.326481,5.025089,Y,Yes,14.501063,3,3.221516,80,1.076627,5,3.12678,2.896159,3,2,1.853556,2,Yes
28.676379,Travel_Rarely,489.884084,'Research & Development',4.081505,2.765907,'Life Sciences',1,695.548786,1.873914,Male,74.873743,1,1,'Research Scientist',1.483253,Married,2184.564935,3984.392996,2.531541,Y,Yes,11.822105,3,4,80,0,8.98412,4,2.112183,7,7,2.326077,7,Yes
27.596414,Travel_Rarely,447.094033,Sales,3.289104,3.710294,Medical,1,966.213888,1.953532,Male,58.17505,2.011769,1,'Research Scientist',2.399338,Single,4394.175427,15981.49529,4.922768,Y,No,13.878913,3,2.830594,80,0,5.472217,2.841314,2.385502,2.052291,2,2,1.251472,Yes
33.637445,Travel_Rarely,1210.158037,'Research & Development',15.889637,2,Medical,1,300.40446,2.110924,Female,67.345101,2,3,'Sales Executive',3.66742,Married,9191.290215,13471.377005,1,Y,No,15.88595,3,3.396505,80,0,9.636922,2.866631,2.410936,9.146011,7.07657,2.781623,7.1997,Yes
28,Travel_Rarely,533.525673,'Research & Development',8.942013,3,Medical,1,1453.945997,1.962597,Male,45.369949,2.891888,1,'Laboratory Technician',2,Married,2451.591246,7249.061908,1,Y,Yes,16.090047,3,2.691708,80,2.571484,1,2.6578,3,1,0.693977,0,0,Yes
27.192529,Travel_Rarely,736.410512,'Research & Development',14.804489,2.216362,'Life Sciences',1,825.854675,3,Female,70.660837,1.582662,1,'Laboratory Technician',4,Single,2343.096098,23075.395629,1,Y,Yes,14.283338,3,2.3237,80,0,1,3.671232,1.592214,1,0.108211,0,0,Yes
29.139229,Travel_Rarely,1448.685964,'Research & Development',13.927944,3,'Life Sciences',1,1723.999406,1.325692,Male,81.417672,2.527018,1,'Research Scientist',3,Married,2855.897634,15743.47367,4.275745,Y,Yes,15.621985,3,4,80,1,5.424837,3.919738,3.745051,1.491366,1.440231,0.986949,0.594567,Yes
30.214141,Travel_Rarely,777.674146,'Research & Development',12.629205,2.299159,Other,1,1418.146263,3,Male,54.339869,2.02181,1,'Laboratory Technician',2.963746,Single,2570.197581,5911.089716,1.471727,Y,Yes,11.095991,3,3,80,0.779495,6.715678,3.187616,2,0.07832,0.439572,1.372253,1.919983,Yes
28.397822,Travel_Rarely,603.478521,'Research & Development',9.920177,3,Medical,1,1401.218451,3.159361,Female,52.576837,3,1,'Laboratory Technician',2,Married,2350.331183,8236.67581,1,Y,Yes,16.602839,3,1.075756,80,2.122858,1.53816,2.548843,3.52037,1.051951,1.996887,1.268271,1.62227,Yes
28.832753,Travel_Rarely,707.129359,Sales,13.444742,1.434364,'Life Sciences',1,1469.153112,3.890166,Male,84,3,2.808542,'Sales Executive',3.621564,Single,9825.435123,23240.20913,0.821122,Y,Yes,11.960321,3,1.807021,80,0,8.517035,0.211988,3,6.108939,5.738298,5.799849,5.589308,Yes
25.05521,Travel_Rarely,1321.217629,'Research & Development',14.733814,3,Medical,1,1334.870808,3.996044,Female,34.965815,2,1,'Laboratory Technician',1.073833,Single,2562.132592,18739.936298,2.533427,Y,Yes,14.313123,3,1,80,0.828947,5.077761,2,2.030296,1.809526,0.482781,0,2.716102,Yes
27.816247,Travel_Frequently,894.418245,'Research & Development',9.510032,2.270492,'Life Sciences',1,312.717123,3,Male,55.311222,2.936931,1,'Research Scientist',2.017715,Single,2058.865823,19371.081866,0.981477,Y,Yes,14.192162,3,3.567427,80,1.864733,6.53709,1.020575,2.544356,5.125686,1.575274,0.461735,3.282766,Yes
26.644756,Travel_Rarely,1174.836007,'Research & Development',16.271624,1.349237,'Life Sciences',1,633.302049,2.06052,Male,64.233698,2.411582,1,'Laboratory Technician',3.225595,Married,2498.987855,14168.569107,1,Y,Yes,14.195532,3,3.457969,80,0.394418,5.30125,3.288408,2.733114,5.31643,3,0.740487,1.654696,Yes
28.641649,Travel_Rarely,299.023577,'Research & Development',6.972144,2.003947,Other,1,1075.191926,2.508653,Male,63.400726,1.681969,1,'Research Scientist',1,Single,2138.69903,5127.205987,6.904326,Y,Yes,11,3,3.591125,80,0,7.243699,2.567652,2,3.396954,5.776107,0,1.312635,Yes
25.712848,Travel_Rarely,860.64494,'Research & Development',21.80547,2.911664,Marketing,1,628.522115,3,Female,66.776777,2,1,'Research Scientist',2,Single,2480.331857,18457.253068,4.792041,Y,Yes,17.842615,3,2.843461,80,0.790893,4.450693,2,3.149563,1.365402,0.426144,0.07397,0.673298,Yes
28.130879,Travel_Rarely,807.599055,'Research & Development',1,2.191007,Medical,1,978.029139,1.605891,Male,43.712235,2,1,'Laboratory Technician',1.923687,Married,2393.595062,7148.740411,1,Y,Yes,12.684554,3,1.447166,80,1.903661,1,1.937164,3,1,0,0,0,Yes
28.506619,Travel_Rarely,1247.976921,'Research & Development',6.483363,1.079219,Medical,1,939.932998,2.809702,Female,62.667197,2.218016,1,'Laboratory Technician',3.575004,Single,2742.078852,23197.903418,5.941433,Y,Yes,12.590563,3,3.269071,80,2.893503,2.02568,3.465418,2.85698,1.165779,1.525107,0,0.409805,Yes
32.328724,Travel_Rarely,494.706804,'Research & Development',9.906643,3,Medical,1,756.305765,2.513671,Female,50.922156,2.206856,1,'Laboratory Technician',3.895011,Single,2614.172978,23218.773962,5.92799,Y,Yes,14.909426,3,3,80,1.406005,7.402174,2.2424,2.988726,3.542655,2.434602,0,2.227889,Yes
30.441218,Travel_Rarely,882.831625,Sales,19.328478,1.170607,'Life Sciences',1,1481.359418,1.410521,Female,34.015851,1.003406,2.162199,'Sales Executive',1.189532,Single,7048.601121,11773.505643,1.139758,Y,No,14.439498,3,1.543461,80,0.125757,10.261914,2.957016,2.153962,2.569908,5.193637,0.380778,6.954215,Yes
28.070185,Travel_Rarely,1327.973423,Sales,23.748308,1.694202,'Life Sciences',1,1104.667228,2.332149,Female,59.513202,2,3,'Sales Executive',1,Single,8578.754757,11595.284844,1,Y,No,12.978457,3,1,80,0.539705,10.090365,2.253879,1.945183,10.010729,7.415782,2.074384,9.375915,Yes
28.773515,Travel_Rarely,569.030606,'Research & Development',7.774526,3,Medical,1,1434.343809,2,Female,51.604146,3,1,'Laboratory Technician',1.708227,Single,3195.520712,17200.483916,2.778065,Y,Yes,11.114112,3,1.685576,80,1.617616,6.273479,2,2.950386,4.818627,1.788882,2.215581,6.101731,Yes
50.53811,Travel_Rarely,348.943946,Sales,13.02132,2.05206,Medical,1,1356.035118,2.23454,Male,67.101163,3,3,'Sales Executive',3.198144,Single,7633.538817,21720.889221,3.406224,Y,Yes,17.026497,3,1.841488,80,0,9.483658,1.806038,2.698705,8,7,7,7,Yes
34.856236,Travel_Rarely,204.175378,Sales,16.305582,2.387197,Medical,1,1457.411993,1.28657,Male,50.984718,2.504794,2,'Sales Executive',2.14578,Single,5830.731641,16928.786173,4.085437,Y,Yes,11.628802,3,1,80,0,7.67882,3.384006,2.405309,4.65823,2.051043,0,0.106076,Yes
28.530206,Travel_Rarely,261.245337,'Research & Development',1.207591,3.22912,Medical,1,1550.67748,1.891086,Female,87.777354,2.790181,1,'Laboratory Technician',1.623607,Married,2406.576567,7488.620937,4.560045,Y,Yes,14.489203,3,3,80,1.748607,3.281829,2.646602,2.752558,6.467874,5.060174,0,3.277053,Yes
29.914351,Travel_Frequently,439.761435,'Research & Development',9.021697,3.47094,'Life Sciences',1,852.9799,2,Male,73.340171,1.855908,1,'Research Scientist',1.331789,Married,2742.04433,14550.084679,1,Y,Yes,13.232469,3,3,80,0.1965,1.906494,2.242384,3.428134,1.045609,1.783544,1.030753,0.806794,Yes
28.29405,Travel_Rarely,426.024567,'Research & Development',15.466652,2.425447,'Life Sciences',1,1769.407791,1.724958,Female,70.355439,2.05556,1,'Laboratory Technician',1.098982,Married,2270.875965,3217.357892,2.189056,Y,Yes,13.226482,3,2.431662,80,2.619677,1.058538,3,1.301018,1.074083,0.312814,0.90003,0,Yes
24.854156,Travel_Rarely,572.492852,'Research & Development',14.18189,2.217528,'Life Sciences',1,1291.19018,3.023488,Female,77.390804,2.420846,1,'Laboratory Technician',1.469486,Married,2315.642066,3189.513603,2.358256,Y,Yes,14.794082,3,3.186846,80,1.94028,1.092454,3,2.451197,1.760453,0.199765,0.789785,0,Yes
24.298553,Travel_Rarely,647.857813,Sales,23.795517,3,'Human Resources',1,1392.475389,3.175763,Male,37.349124,3.665919,1,'Sales Representative',1.580437,Single,1631.995234,10087.405875,1,Y,No,13.614599,3,3.361118,80,0,1,3,3.129357,1,0,0,0,Yes
22.37192,Travel_Rarely,711.402764,Sales,21.907786,3,'Human Resources',1,1900.32095,3.364014,Male,39.963508,2.212164,1,'Sales Representative',1.086092,Single,1220.910068,10491.862869,1,Y,No,16.007801,3,2.021235,80,0,1,3,3.60462,1,0,0,0,Yes
29.867206,Travel_Rarely,1027.891784,Sales,2.03714,3.318823,'Life Sciences',1,666.947764,1.842339,Female,37.260974,2.24938,1.916395,'Sales Executive',3.821391,Single,4742.840434,24820.68659,7.905916,Y,Yes,11.578856,3,2.645658,80,2.150937,4,2.734171,3.946562,2,2,2,2,Yes
21.4165,Travel_Rarely,1113.607251,Sales,3.859092,3,Marketing,1,584.757385,3.622052,Female,85.453201,3,1,'Sales Representative',1.593687,Single,2278.413356,8089.0027,3.383978,Y,Yes,13.424199,3,3.144093,80,0,5.48208,4.259966,3,2.691467,0.20153,0,3.691049,Yes
27.072615,Travel_Rarely,846.899434,Sales,1.253027,1.456757,Marketing,1,433.330975,1.244743,Female,94.531051,2.22037,1,'Sales Representative',1.546372,Single,2268.141595,9022.779589,1.350499,Y,Yes,11,3,3,80,0,3.551493,4.490434,3,3.311797,2,0.3663,2.694301,Yes
53.082173,Travel_Frequently,403.686193,Sales,15.872234,1.029161,Medical,1,730.05208,3,Male,38.969845,2.670446,2,'Sales Executive',1.504149,Single,6527.075755,21827.682834,4.835109,Y,Yes,15.970732,3,3,80,0,9.498632,3.332303,2,7.588286,5.991673,0.824892,1.633813,Yes
30.143958,Travel_Rarely,546.535499,'Research & Development',8.077049,3.564071,'Life Sciences',1,1184.663096,1.084296,Male,84.524192,2.665549,1,'Laboratory Technician',1,Married,2203.58218,14494.120136,3.000284,Y,Yes,13.202398,3,3,80,0.392183,2.25032,3.100304,4,2.751318,0.057215,0.449688,0.0506,Yes
25.179273,Travel_Frequently,191.010091,Sales,22,2.040572,'Life Sciences',1,1202.003068,2.781711,Female,56.791608,2.646435,1,'Sales Representative',3,Married,1558.894222,11563.07049,1.545401,Y,Yes,11,3,2.626706,80,0.917532,2.157375,2,3,1.039112,1.652554,0,0.85241,Yes
28.671659,Travel_Rarely,374.508212,'Research & Development',12.813344,2.066764,'Life Sciences',1,786.59126,3.013232,Female,59.753009,3,1,'Laboratory Technician',2.073788,Single,2033.33231,25883.562046,0.446394,Y,Yes,18.634065,3,3.9221,80,0,1.455502,2.674221,2.673628,2.191363,0.171951,0.329705,0.589531,Yes
30.386899,Travel_Rarely,731.727408,Sales,1.389789,2.015643,'Life Sciences',1,1142.920357,2.630104,Male,52.140758,2,2.636903,'Sales Executive',3.350819,Married,10060.856785,5386.07813,1,Y,Yes,11,3,3.10605,80,1,14.380361,5.523044,3,14.844001,7.075021,3.800423,7,Yes
46.698837,Travel_Rarely,616.945621,'Research & Development',17.448936,2.156417,'Life Sciences',1,1823.254645,2.659634,Male,78.770111,2.825331,1,'Research Scientist',4,Single,2465.589425,9985.628464,3.787441,Y,Yes,13.89273,3,3.971198,80,0.596859,5.840142,1.149961,2.298301,4,2,1,0.826171,Yes
21.056122,Travel_Rarely,1021.624129,'Research & Development',9.053065,3,'Life Sciences',1,1172.835337,2.838043,Female,66.136202,2.725162,1,'Research Scientist',3.638179,Single,1273.702464,16208.936526,1,Y,Yes,13,3,1.549109,80,0,1,5.830719,2,1,0,0.18429,0,Yes
