@relation IBM-HR-Employee-Attrition-weka.filters.supervised.instance.SMOTE-C0-K5-P120.0-S1-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C38-Llast-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C37-Llast-weka.filters.unsupervised.attribute.Remove-R37-38-weka.filters.unsupervised.instance.RemovePercentage-P20.0

@attribute Age numeric
@attribute Attrition {Yes,No}
@attribute BusinessTravel {Travel_Rarely,Travel_Frequently,Non-Travel}
@attribute DailyRate numeric
@attribute Department {Sales,'Research & Development','Human Resources'}
@attribute DistanceFromHome numeric
@attribute Education numeric
@attribute EducationField {'Life Sciences',Other,Medical,Marketing,'Technical Degree','Human Resources'}
@attribute EmployeeCount numeric
@attribute EmployeeNumber numeric
@attribute EnvironmentSatisfaction numeric
@attribute Gender {Female,Male}
@attribute HourlyRate numeric
@attribute JobInvolvement numeric
@attribute JobLevel numeric
@attribute JobRole {'Sales Executive','Research Scientist','Laboratory Technician','Manufacturing Director','Healthcare Representative',Manager,'Sales Representative','Research Director','Human Resources'}
@attribute JobSatisfaction numeric
@attribute MaritalStatus {Single,Married,Divorced}
@attribute MonthlyIncome numeric
@attribute MonthlyRate numeric
@attribute NumCompaniesWorked numeric
@attribute Over18 {Y}
@attribute OverTime {Yes,No}
@attribute PercentSalaryHike numeric
@attribute PerformanceRating numeric
@attribute RelationshipSatisfaction numeric
@attribute StandardHours numeric
@attribute StockOptionLevel numeric
@attribute TotalWorkingYears numeric
@attribute TrainingTimesLastYear numeric
@attribute WorkLifeBalance numeric
@attribute YearsAtCompany numeric
@attribute YearsInCurrentRole numeric
@attribute YearsSinceLastPromotion numeric
@attribute YearsWithCurrManager numeric
@attribute Class_Attrition {Yes,No}

@data
21.810332,Yes,Travel_Frequently,963.91165,'Research & Development',2.243203,3,'Life Sciences',1,281.758653,3.284991,Male,71.728225,2.584193,1,'Research Scientist',3.717898,Divorced,2303.933451,19762.454251,0.598648,Y,Yes,14.172315,3,3.34212,80,0,3.562567,3.230907,2.469242,1.088824,1.260006,1,4.850562,Yes
28.770286,Yes,Travel_Rarely,822.907464,'Research & Development',12.811201,2.844172,'Life Sciences',1,664.657651,1.511057,Male,60.977538,2.571263,1,'Laboratory Technician',1.682425,Married,2286.958907,15287.223521,1.124766,Y,Yes,13.81749,3,2.247136,80,0.529458,4.609579,2.406662,2.102506,3.25675,2.076837,0.881502,1.801354,Yes
31.431298,Yes,Travel_Rarely,668.356433,Sales,16.896503,3.821207,'Life Sciences',1,473.084962,2.082552,Female,58,3,1,'Sales Representative',3.241336,Single,2709.9093,22402.595161,4.165421,Y,Yes,11.3197,3,2.105103,80,1,8,2,1.831549,6.450881,5.131237,0.123363,1.048232,Yes
26.660008,Yes,Travel_Rarely,1330.397912,Sales,12.74865,1.122039,'Life Sciences',1,428.580111,1.77815,Female,60.715384,3,1,'Sales Representative',3.411333,Single,2616.807155,22069.556288,1.99553,Y,Yes,13.459162,3,2.619488,80,0.039942,6.558696,3.245798,1.967194,5,3.214555,0.020982,4,Yes
31.190577,Yes,Travel_Rarely,667.699436,'Research & Development',2.3713,3,'Life Sciences',1,439.035005,3.460181,Female,79.922119,2.396977,1,'Laboratory Technician',2.809732,Single,3768.173745,9546.565685,4.087449,Y,Yes,13.628171,3,3.74161,80,0.583162,5.268186,2.273278,1.29878,2.796458,2,0.651307,2,Yes
35.079904,Yes,Travel_Rarely,619.127716,Sales,10,3,'Life Sciences',1,1478.177845,1.11429,Male,57.009133,2.790289,3,'Sales Executive',1.139597,Single,10123.264669,21748.059383,8.938821,Y,No,15.511872,3,2.152497,80,0.400739,15.544837,4.358693,3,6.807785,1.734548,3.07329,0,Yes
26.45429,Yes,Travel_Rarely,403.155819,'Research & Development',3.516923,3.890406,'Life Sciences',1,954.246785,1,Male,73.670869,2.333184,1,'Laboratory Technician',2.093554,Married,3606.400405,14976.326816,2.184125,Y,No,11.804773,3,2.58321,80,0,5.81923,2.776061,2.164838,0.519525,1.5066,1.515404,1.714595,Yes
42.330073,Yes,Travel_Rarely,814.116878,Sales,26.581433,3.709482,Marketing,1,452.803006,1.620573,Male,65.341225,3,3,'Sales Executive',1.751526,Single,10934.564858,11200.069068,7.296639,Y,Yes,14.361725,3,3.736112,80,2.904724,10.832117,2,2.002083,9.767608,5.249343,4.664674,3.08371,Yes
27.071931,Yes,Travel_Rarely,1156.393332,'Research & Development',16.064019,3.925523,'Life Sciences',1,344.613761,2.731533,Male,82.90715,2.916008,1,'Laboratory Technician',3.667225,Married,2388.21678,14348.681912,1.686157,Y,Yes,13,3,3.814082,80,0.718777,4.446186,2.613663,2.017501,3.237354,2.885477,0,1.708312,Yes
42.817056,Yes,Travel_Rarely,1160.535849,Sales,4.349017,3.215541,Marketing,1,606.469184,2.991863,Male,67.931173,1.661475,2,'Sales Executive',3.730663,Single,5660.805503,8866.504652,1.257603,Y,Yes,12.400539,3,2,80,0,7.270142,0.125499,2.421157,6.343231,4.779594,4.217615,3.672956,Yes
32.118142,Yes,Travel_Rarely,404.549579,Sales,9.014175,3.450013,Medical,1,793.566164,1.414638,Male,76.097985,2.28264,2,'Sales Executive',2,Single,5138.650413,17713.727622,2.809379,Y,Yes,12.683372,3,1,80,0,9.14922,3.785301,1.959482,5.200434,2.235583,0.472691,2.871831,Yes
28.697438,Yes,Travel_Rarely,880.629982,Sales,19.131213,3.658483,'Life Sciences',1,427.546784,1.849231,Female,83.23788,1,1.084402,'Sales Executive',3.471386,Single,4261.311396,24770.526486,3.272691,Y,No,12.152733,3,3.307815,80,0.059184,4.999379,2.280511,2.234394,2.969098,2,2,2,Yes
47.953844,Yes,Travel_Rarely,1042.769933,Sales,2.103902,3.367755,Medical,1,974.21019,4,Male,58.443672,3,2,'Sales Executive',3,Single,4823.639871,17617.736132,3.056481,Y,Yes,17.387192,3,3.026744,80,0,5.138704,3.035927,2.73048,0.091336,0,0,0,Yes
20.584404,Yes,Travel_Rarely,471.074727,Sales,10.704813,1.657239,Other,1,620.317816,3.763563,Female,68.878638,2,1,'Sales Representative',2,Single,2142.441644,9907.64454,1,Y,Yes,11.162454,3,2.472697,80,0,1.626793,3,3.726928,2.282249,1.290142,0.12678,0.207681,Yes
27.391962,Yes,Travel_Rarely,602.414636,Sales,3.32209,2.708185,Other,1,481.419082,2.320645,Female,74.108032,2.22585,1,'Sales Representative',2.873914,Single,2707.052412,9150,1,Y,Yes,12.033493,3,2.873289,80,0,2.294307,2.631865,3,1.617245,1.322747,0.067399,0.224366,Yes
32.423286,Yes,Travel_Rarely,379.617074,Sales,3.514924,3,'Life Sciences',1,320.766624,4,Female,41.822054,3,1,'Sales Representative',1.953532,Single,2743.638199,8562.990799,1.49628,Y,Yes,12.399338,3,2.329282,80,0,7.195049,3.169406,3,1.107882,0.944435,0,1.542007,Yes
38.431677,Yes,Travel_Rarely,678.994113,Sales,4.702774,3,'Life Sciences',1,510.806141,1.540691,Female,49.947529,3,2.810784,'Sales Executive',1.889076,Single,9701.208104,10007.066118,7.160153,Y,Yes,15.33258,3,3,80,2.914463,9.74282,2.603495,3,7.876278,5.184611,0.93358,4.945322,Yes
41.238275,Yes,Travel_Rarely,346.347839,Sales,22.457698,3.435119,'Life Sciences',1,626.251575,2.30939,Female,85.410368,2.953152,2,'Sales Executive',2.037403,Married,6250.887842,5681.89364,2,Y,Yes,12.448849,3,2.629181,80,2,5.678386,4.308292,3,3.142581,2.165447,0.3422,0,Yes
21.418043,Yes,Travel_Rarely,151.185913,'Research & Development',13.889831,3.416585,'Life Sciences',1,1166.549333,3.233707,Female,66.280945,3.355746,1,'Laboratory Technician',2.215569,Single,2509.445349,25605.545325,1,Y,No,14.130568,3,4,80,0,3.391512,1.6763,3,5.464043,0.387599,2.301378,2.854503,Yes
31.820309,Yes,Travel_Rarely,1291.521047,Sales,16.236057,1.800447,'Life Sciences',1,543.477036,3.42399,Female,52.437009,3.383287,1.153027,'Sales Executive',4,Single,4987.901941,4629.769843,5.873812,Y,Yes,14.886746,3,2,80,0.621985,8.725449,3,3.489658,5.651124,4.124187,4.598689,4.509897,Yes
23.809157,Yes,Travel_Rarely,640.905353,'Research & Development',3,2.984069,'Life Sciences',1,799.804753,1.444742,Male,58.758724,3,1.905951,'Laboratory Technician',1.219668,Single,4045.748693,9438.242575,0.957292,Y,Yes,16.729385,3,2.470185,80,1,5.701367,3.538014,3.003201,2.344405,2,0,2,Yes
22.023221,Yes,Travel_Rarely,1324.278753,'Research & Development',3.825527,1.281551,'Life Sciences',1,552.830718,1.755395,Male,98.271795,2.257337,1,'Laboratory Technician',2.992089,Single,4024.843686,9257.508163,5,Y,Yes,15.926167,3,3,80,0.228959,5.781204,3.882401,3,2,2,0.879827,2,Yes
25.351656,Yes,Travel_Rarely,1479.817671,'Research & Development',9.55987,1,'Life Sciences',1,1038.786159,1.945559,Female,74.401641,3,1,'Laboratory Technician',3.183102,Married,2785.751214,22033.996837,1,Y,Yes,11.088577,3,2.804834,80,0,4.159311,4,2.485946,2.51369,2.845697,0.979425,1.822575,Yes
28.583525,Yes,Travel_Rarely,510.463145,'Research & Development',6.998586,1.050966,'Life Sciences',1,223.105097,1.471375,Female,64.968516,2.392624,1,'Laboratory Technician',2.46974,Married,3332.597812,21891.74143,0.702396,Y,Yes,16.774405,3,1.000718,80,0.398511,3.370271,2.168123,2.724568,3.422327,1.048125,0.711592,1.067542,Yes
32.814071,Yes,Travel_Rarely,321.164899,'Research & Development',4.137685,2.474262,'Life Sciences',1,1094.192157,3.828691,Female,89.8875,1.417002,1,'Research Scientist',3.508653,Single,2502.335511,11999.989425,5.520674,Y,Yes,14.620143,3,3.382205,80,0.563603,3,3,2.240417,1.641356,1.512601,0.283826,0,Yes
19.241434,Yes,Travel_Rarely,836.219212,'Research & Development',8.290313,2.039254,'Life Sciences',1,571.733209,3.548523,Female,60.786329,2,1,'Research Scientist',2.817672,Single,2594.848941,18373.847039,1,Y,Yes,14.771062,3,1.047811,80,0,1,2.149055,3.380453,1,0,0,0,Yes
35.826581,Yes,Travel_Rarely,593.459531,Sales,13.706671,1.919698,Medical,1,391.725121,1.501512,Male,60.801952,3,3,'Sales Executive',3,Married,11924.691704,24172.938691,6.701324,Y,No,11.424996,3,2.856802,80,1.602359,16.002613,2.807212,3.001904,6.787005,1.538519,3.742077,5.998857,Yes
39.271525,Yes,Travel_Rarely,746.616616,Sales,7.253095,3,'Life Sciences',1,1212.138039,1.166887,Male,65.658787,3,3,'Sales Executive',2.13684,Single,8447.985648,21538.680513,8.026807,Y,Yes,13.326721,3,2.241636,80,0,10.655633,2,2.506668,7.119699,5.1666,0.300888,4.038867,Yes
49.873681,Yes,Travel_Rarely,682.053739,'Research & Development',19.623626,3.251494,Medical,1,1329.435841,2.748308,Female,49.942025,2.950266,3,'Sales Executive',1,Single,9981.176508,11962.898492,8.689641,Y,Yes,14.317051,3,3.363189,80,2.93537,20.402925,0.448499,2.784688,6.222068,8.367443,3.730603,8.616279,Yes
31.230172,Yes,Travel_Rarely,1024.027645,'Research & Development',23.033642,2.11289,Medical,1,864.326922,2,Female,49.016815,2.970139,3,'Sales Executive',1,Single,9640.442167,11699.825113,2.556562,Y,Yes,13.062341,3,2.411038,80,0.171168,10.595723,2,2.28104,4.338346,5.105435,0.096444,2.347297,Yes
27.5695,Yes,Travel_Rarely,949.358058,'Research & Development',2.037581,2.600297,'Life Sciences',1,588.484395,3.108742,Female,79.536887,2,1,'Laboratory Technician',3,Single,3755.429534,9170.363201,0.996091,Y,No,15.198144,3,3.866125,80,0,4,2.579256,1.35075,2.183334,2,1,2,Yes
26.091662,Yes,Travel_Rarely,807.873018,'Research & Development',16.8157,3.24903,Medical,1,550.774077,2.330558,Female,58,3,1,'Laboratory Technician',3.28657,Single,2736.339047,22481.659131,1.224592,Y,Yes,11.291561,3,2.279786,80,1,8,2,1.401701,5.08424,4.96354,0.794669,2.810617,Yes
20.714587,Yes,Travel_Rarely,679.468273,Sales,6.747259,2.773727,'Life Sciences',1,847.758829,2.009026,Female,72.083522,1.28072,1,'Sales Representative',2.891086,Single,1688.424269,8043.986567,1,Y,Yes,14,3,4,80,0,0.846667,3.928508,3,0.582869,0,0.646602,0,Yes
32.141221,Yes,Travel_Rarely,680.90099,'Research & Development',18.961235,3,'Life Sciences',1,447.342687,3,Female,62.232478,2.469593,1,'Laboratory Technician',4,Divorced,2433.120748,22302.313395,2.678237,Y,Yes,14.658943,3,2.499471,80,0.046494,2.090703,2.004987,1,1.786001,0.374024,0,1.712535,Yes
27.187608,Yes,Travel_Rarely,1097.96336,'Research & Development',19.074393,2.771475,'Life Sciences',1,688.311649,3,Female,73.469195,1.83322,1,'Laboratory Technician',4,Divorced,2401.273216,23198.66552,1,Y,Yes,17.307125,3,2.561469,80,0,1,3.522779,1.882186,1,0.980487,0,0,Yes
26.236349,Yes,Travel_Rarely,1273.69062,Sales,4.904818,2.780607,'Life Sciences',1,662.233224,3.113582,Female,63.912362,3.102897,2,'Sales Executive',3,Married,4639.175499,24280.556806,8.644138,Y,No,12.938972,3,3.546322,80,0,5.970533,2.271051,3,2.94028,2,1.320299,1.451197,Yes
43.333442,Yes,Travel_Rarely,1265.473512,'Research & Development',5.279731,1.508965,'Life Sciences',1,728.334963,1.204483,Male,55.430413,2.997094,1,'Laboratory Technician',3.175763,Married,2402.082083,14037.040087,5.502836,Y,Yes,14.839125,3,4,80,1,5.97583,3.680559,2.289118,1.053281,1.901169,0.110139,1.741286,Yes
29.312343,Yes,Travel_Rarely,609.317847,'Research & Development',17.756666,1.433591,'Life Sciences',1,612.767953,2.697405,Male,75.187004,2,1,'Laboratory Technician',2.092042,Married,2257.123876,14908.913821,1,Y,Yes,17.569538,3,3,80,0.75195,2.782738,2.989383,3.880582,3.528197,0.180135,0,0.60462,Yes
32.831307,Yes,Travel_Rarely,1119.022021,Sales,4.49346,1,Medical,1,437.517569,2.570454,Female,84.620119,3,1,'Sales Representative',1,Single,3030.142592,16955.902093,0.900953,Y,Yes,11,3,2.939632,80,0.191934,7.790895,2.855907,3,4,2.68526,0.370017,2.230941,Yes
21.683401,Yes,Travel_Rarely,813.365291,'Research & Development',9.838118,2.129017,'Life Sciences',1,1604.187717,4,Male,32.99028,3,1,'Research Scientist',1.835373,Single,1687.436727,26970.170839,1,Y,Yes,12.344397,3,1.639536,80,0.970732,1,3.091157,2.985947,1,0,1,0.736868,Yes
28.759309,Yes,Travel_Rarely,1193.912534,Sales,4.0461,3.553408,'Life Sciences',1,663.603268,2.378825,Female,62.666909,3.26,2,'Sales Executive',3,Married,4580.210883,24286.543131,8.550634,Y,Yes,13.852425,3,1.434417,80,0,5.184017,2.025967,3,2.997215,2,1.674221,0.652744,Yes
41.935419,Yes,Travel_Frequently,345.698794,Sales,13.973998,1.163871,Marketing,1,750.496521,2.194894,Female,66.734075,3,2.704336,'Sales Executive',3.630104,Single,7486.572783,23055.060887,1.08929,Y,Yes,12.432788,3,1,80,0.998259,10.391826,3.10605,3,7.072159,5.92024,5.569133,3.281414,Yes
22.916496,Yes,Travel_Rarely,420.797935,'Research & Development',1.747154,2.921481,Medical,1,1483.577588,2.912284,Male,36.128213,3,1,'Laboratory Technician',3.159131,Single,2682.907627,4895.954714,1,Y,Yes,13,3,2.656338,80,0,1.006112,2.415597,2.900998,2.777317,8.470453,1.623238,6.117956,Yes
32.149297,Yes,Travel_Rarely,875.448112,Sales,3.163977,2.519408,'Life Sciences',1,801.801926,2.142047,Female,79.148147,4,2.247147,'Sales Executive',2.529498,Single,6664.561215,9734.164672,2.609785,Y,Yes,11.926917,3,1.56017,80,0,8.547491,2,3,6.015262,4.783624,3.487056,3.779358,Yes
52.551659,Yes,Travel_Rarely,419.980844,'Research & Development',2,2.321249,'Life Sciences',1,982.531541,3.772534,Male,76.840077,2.432275,5,Manager,3.153221,Married,19853.046519,22627.006832,4.221404,Y,Yes,14.117365,3,4,80,1,27.235068,2.919343,3,24.974778,5.386784,5.432407,5.192948,Yes
34.778586,Yes,Travel_Frequently,1145.778554,'Research & Development',10.553021,3.326236,'Life Sciences',1,414.410971,3.470183,Female,51.358236,2.882196,1.659562,'Research Scientist',1.715174,Single,5318.850789,4380.097268,8.645332,Y,Yes,17.726826,3,1.832449,80,2.924525,6.740677,2,2.299094,4.449192,3.18417,1.634751,2.201651,Yes
29.580521,Yes,Travel_Frequently,867.34805,'Research & Development',4.083999,2.342997,Medical,1,863.186579,2.146903,Female,59.575605,2.225715,1,'Laboratory Technician',1.274885,Married,2593.65284,6286.345263,1,Y,Yes,11.984616,3,3.444986,80,1,1.419813,3.093018,2.45815,1.445763,1.787687,0.52929,0.972406,Yes
28.180214,Yes,Travel_Rarely,257.874906,Sales,8.939322,3.821647,'Life Sciences',1,515.95289,1,Female,75.623345,1.185418,1.802711,'Sales Executive',3.867913,Single,4609.133164,25888.300911,5,Y,Yes,13.914674,3,3.022872,80,0,5.960241,3.06345,2.983835,3,2,1.122921,2,Yes
27.482392,Yes,Travel_Rarely,1094.602107,Sales,2,2.371248,'Life Sciences',1,732.918076,3,Male,61.521726,3,1,'Laboratory Technician',2.306192,Single,3695.76871,16347.956968,5.388101,Y,Yes,12.207502,3,2.794262,80,0.48152,5,3,2.633372,2.293474,2.492434,1.013207,1.971069,Yes
27.797564,Yes,Travel_Rarely,986.939905,Sales,2,3.700842,'Life Sciences',1,761.985708,3,Male,74.984433,3,1,'Laboratory Technician',1.571302,Single,3171.823817,16358.867072,0.830992,Y,Yes,13.575727,3,3.192295,80,0.365149,5,3,2.740132,3.174265,2.288171,0.920695,1.281203,Yes
35.13204,Yes,Travel_Rarely,1024.992892,Sales,9.981791,3.095645,'Life Sciences',1,1163.629016,3.442733,Male,54.706027,3,2.529481,'Sales Executive',1.271554,Married,5960.531572,6082.288609,3.941288,Y,Yes,17.544867,3,1.219874,80,1.924182,9.236743,3,2.000459,7.401384,2.168943,2.460737,7,Yes
41.212462,Yes,Travel_Rarely,604.952011,Sales,11.250078,1.624706,Medical,1,1555.27696,1.711025,Male,38.327305,2.977363,2,'Sales Executive',4,Married,5195.752338,22089.279678,4.192548,Y,Yes,15.666255,3,3.145059,80,0.781558,9.874647,2.1976,2,3.657637,2.829737,3.375778,2.951189,Yes
34.155792,Yes,Travel_Frequently,888.359246,'Research & Development',8.471292,2.195538,'Life Sciences',1,814.464445,3,Female,75.263967,2.358075,1,'Research Scientist',3,Single,2599.018066,20877.065067,5.876881,Y,No,12.062695,3,2.079897,80,0.784642,7.667919,2,3,3.50688,4.407915,1.998623,2.814305,Yes
32.676646,Yes,Travel_Frequently,555.332405,'Research & Development',14.936887,4,'Life Sciences',1,1114.625194,3.921918,Female,95.469314,2.241781,1,'Research Scientist',2.660192,Single,1551.418555,16569.683503,1,Y,Yes,16.342112,3,1.039481,80,0.340031,7.253979,3,2.951856,2.673003,1.671117,3.288013,6.127296,Yes
31.566675,Yes,Travel_Rarely,613.92737,'Research & Development',3.940797,3,'Life Sciences',1,760.439776,2.027991,Female,50.919198,2.769901,1,'Laboratory Technician',3.943368,Divorced,2537.245905,23487.634254,5.521124,Y,Yes,18.951315,3,3,80,1.64696,7.215692,2.196771,2.013925,4.41077,2.765215,0,3.552272,Yes
44.807585,Yes,Travel_Frequently,708.188208,'Research & Development',6.985857,3.782416,'Life Sciences',1,794.542385,2.134392,Male,67.774569,2,1,'Laboratory Technician',3.985129,Single,2147.20678,13874.84363,6.446994,Y,Yes,15.988776,3,3.422352,80,1,2.719473,2.242114,3.611502,1,0,0,0,Yes
36.316035,Yes,Travel_Rarely,616.737102,'Research & Development',6.142297,3.937986,'Life Sciences',1,1235.325845,3.99379,Female,51.707387,2.247079,1,'Laboratory Technician',1.808088,Single,2035.6881,21875.814555,2.013847,Y,No,13.927034,3,3.696185,80,0,5.21295,3,1.153934,4.338182,2.551216,0.078845,0.801285,Yes
20.429826,Yes,Travel_Rarely,1313.7572,Sales,11.194704,1.176092,'Life Sciences',1,883.47257,2.582614,Female,67.707752,3,1,'Sales Representative',3.362676,Single,2204.925319,8173.850839,1,Y,Yes,18.324077,3,3.91924,80,0,0.369154,3,2.100245,0.717303,0,0,0,Yes
24.585031,Yes,Travel_Rarely,1182.544032,Sales,17.96383,1.318642,'Life Sciences',1,911.185946,4,Female,65.056166,3,1,'Sales Representative',3.001611,Single,2688.324009,8582.009808,4.986974,Y,Yes,16.04155,3,1.262786,80,0,6.732382,3.86238,2.457842,3.960459,0.798015,0,3.260037,Yes
31.048226,Yes,Travel_Rarely,960.941965,'Research & Development',4.898818,3.296168,'Life Sciences',1,984.57377,3.407527,Female,55.371306,1.923673,1,'Laboratory Technician',4,Single,2521.376653,17694.493935,1.980427,Y,Yes,13.525552,3,2.217135,80,0.591927,7.833185,2.383648,2.240415,4.605975,4.494646,0.877695,0.831036,Yes
19.850265,Yes,Travel_Rarely,529.72389,'Research & Development',3.573573,2,Medical,1,907.866732,1.182415,Male,47.666299,2,1,'Research Scientist',3.784936,Single,2510.078266,18792.092066,1,Y,Yes,17.408878,3,3,80,0.408457,1,2.736307,3.38556,1,0,0,0,Yes
33.435512,Yes,Travel_Rarely,443.102877,Sales,18.331666,3.453752,'Life Sciences',1,1057.843887,3.84867,Female,35.773468,2.398728,1,'Sales Representative',2.587218,Single,2371.188567,10061.415268,8.867133,Y,Yes,12.718381,3,2.059555,80,0.354289,2.804414,2.998247,4,9.624026,0,0.084517,0.484282,Yes
31.757772,Yes,Travel_Rarely,377.28504,Sales,14.226382,3,'Life Sciences',1,510.225922,4,Female,36.815203,2.776271,1,'Sales Representative',2.777961,Single,2443.307472,9365.527542,1,Y,Yes,13,3,2,80,0,1,2.806554,3.561156,1,0,0,0,Yes
18.331834,Yes,Travel_Frequently,212.617417,'Research & Development',5.459359,2.447878,'Life Sciences',1,1050.235975,1.173997,Male,81.285016,3,1,'Laboratory Technician',1.818976,Single,2116.782172,13485.038044,1,Y,No,13.347738,3,3.868414,80,0,0.604582,1.589534,3,0.994805,0,0,0,Yes
23.517202,Yes,Travel_Frequently,122.251131,'Research & Development',15.917997,3,'Life Sciences',1,554.717692,2.909514,Male,61.141233,2.154485,1,'Laboratory Technician',2.436846,Single,2840.185045,12963.611321,2.467361,Y,No,18.038696,3,2,80,0,5.787358,2.631331,3,1.311363,0.956689,0,2.05516,Yes
48.545466,Yes,Travel_Rarely,800.11396,Sales,9.228309,1.055946,'Life Sciences',1,904.142602,3,Male,48.0692,2.915368,3,'Sales Executive',4,Married,9560.560518,5638.184704,1,Y,No,13.462897,3,1,80,1.325919,9.822212,3.405339,3.042699,12.995205,7.525936,3.126464,7,Yes
37.055118,Yes,Travel_Rarely,612.016511,Sales,1.519207,4.891452,'Life Sciences',1,1041.499796,1.831165,Male,57.898098,2,3,'Sales Executive',3.529473,Divorced,10561.071485,14788.199993,3.556447,Y,No,15.293645,3,2.669877,80,0.824613,22.701117,2.732362,2.326584,26.907014,1.158907,1.3682,8.271916,Yes
42.591923,Yes,Travel_Rarely,1128.244088,Sales,12.205528,3,'Life Sciences',1,1262.2127,1.132477,Male,69.022838,3.539191,3.464304,'Sales Executive',3.443885,Divorced,12721.879619,16750.301079,4,Y,No,11.888949,3,1.643219,80,0.834923,26.617987,1.999166,3.095674,2.419495,3.14681,0.816815,0.227248,Yes
19.763167,Yes,Travel_Rarely,931.657627,'Research & Development',6.699692,2.590437,'Life Sciences',1,598.050128,3.904664,Female,59.540594,2,1,'Research Scientist',2.717317,Single,2581.678445,18297.42582,1,Y,Yes,13.719533,3,1.180467,80,0,1,2.189951,3.588652,1,0,0,0,Yes
24.012508,Yes,Travel_Rarely,118.298576,'Research & Development',9.640673,3,'Life Sciences',1,901.810318,2.222981,Female,76.07744,3.899268,1,'Research Scientist',2,Single,2596.372257,25474.271301,0.751723,Y,No,15.719159,3,3.309502,80,0,1.817888,1.484898,3,2.08314,1.84266,0.717234,1.687718,Yes
28.2271,Yes,Travel_Rarely,1046.280341,'Research & Development',9.101334,3.315882,'Life Sciences',1,720.058324,1,Male,62.551459,1.230975,1.050752,'Laboratory Technician',2.002685,Married,4162.033847,14594.279118,2.954623,Y,Yes,12.359457,3,2.498085,80,0,11.754202,2.179992,1,0.921033,0,0,0,Yes
28.116215,Yes,Travel_Rarely,783.684249,'Research & Development',9.439465,2,'Life Sciences',1,1083.37612,1,Male,65.851194,1.391865,1.855943,'Laboratory Technician',1.381411,Married,4400.680986,14781.332197,3.748872,Y,Yes,13.886158,3,1,80,0,14.39966,2,1.107876,2.122468,1.019367,1.206311,0.148995,Yes
45.036507,Yes,Travel_Rarely,430.226414,Sales,14.293968,1.923127,Medical,1,863.507764,2.124198,Male,53.782879,2.33869,2,'Sales Executive',3.023505,Single,5158.719179,21811.738056,7.12713,Y,No,17.29079,3,3.6349,80,0,7.634058,4.98733,2.921868,6.288076,6.724933,4.965408,2.957716,Yes
27.421843,Yes,Travel_Rarely,273.867872,Sales,26.074179,3.918277,Medical,1,1249.351303,1.024483,Male,77.851819,2.214208,2,'Sales Executive',3.589524,Single,5490.69324,21422.689289,5.513567,Y,No,11.878285,3,3.530641,80,0,7.873985,5.953071,3,8.730654,6.222111,1.274677,3.041468,Yes
47.033502,Yes,Travel_Rarely,939.944139,'Research & Development',2.970679,1,'Life Sciences',1,598.086032,1.97858,Male,56.431997,1.975959,4.664603,Manager,3.696819,Married,19515.803505,25485.809232,2.615893,Y,Yes,12.965065,3,4,80,0.144535,16.176313,2.672785,3.048186,25.295618,9.009012,6.86145,7.914479,Yes
32.10318,Yes,Travel_Rarely,996.008342,'Research & Development',5.403975,3.342716,'Life Sciences',1,1095.216803,1.403968,Female,43.448287,3.034681,1,'Research Scientist',1.404044,Single,2660.189094,7902.258933,1,Y,Yes,15.47373,3,1.894936,80,0.83769,8.359737,1.915646,3,12.113459,11.812447,0.782257,7.087979,Yes
37.141612,Yes,Travel_Rarely,839.747155,'Research & Development',13.723655,3,Medical,1,1264.606892,1.501183,Male,81,3,2,'Laboratory Technician',2.960566,Single,4844.802496,7710.141878,4.806555,Y,No,13.903825,3,1.91866,80,1.195516,8.834729,2.463327,2.081756,3.326402,1.696275,0.502053,3.342351,Yes
27.642493,Yes,Travel_Frequently,327.174126,'Research & Development',3.153279,2.075913,'Life Sciences',1,1274.858566,1,Male,48.361984,3.967996,1,'Research Scientist',2.259539,Married,2366.802379,15322.068016,4.937563,Y,Yes,14,3,1.641474,80,0.007947,6.998064,2,3,3.718722,1.078484,0.491753,2.39609,Yes
23.883453,Yes,Travel_Rarely,720.008895,'Research & Development',9,3,'Life Sciences',1,1082.357698,3.089627,Female,72.740613,3,1,'Laboratory Technician',3.080769,Single,2344.229823,17100.335069,1.393575,Y,Yes,11.38181,3,2.770992,80,0,3.150574,2.782784,2.622353,1.412342,1.498695,0,1.022513,Yes
32.30544,Yes,Travel_Rarely,170.619493,'Research & Development',9.464159,3.009513,'Life Sciences',1,1030.535655,4,Female,55.125674,3,1,'Laboratory Technician',2.599611,Single,2102.507452,16956.018705,1,Y,Yes,14.421149,3,1.1716,80,0.955415,4.361139,3,2.286309,9.615473,2,3.832133,5.000514,Yes
28.960987,Yes,Travel_Frequently,724.416646,Sales,1.715728,3.918443,'Life Sciences',1,1401.322184,2.101921,Female,38.139116,1.7748,1,'Sales Representative',2.325202,Single,1381.420958,16278.101755,1,Y,Yes,12.143763,3,1.108528,80,0,1,3.535331,2.750366,1,0,0.433841,0,Yes
